Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en Bosa;2;1;46;Bosa;Bosa Central;Bosa Central;$ 120.000.000
Casa;Casa en venta en Bosa;2;1;37;Bosa;Bosa Central;Bosa Central;$ 121.000.000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;Bosa Central;$ 110.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;100;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 558.000.000
Apartamento;Apartamento en venta en Fontibon;2;1;52;Fontibon;Fontibon;Fontibon;$ 150.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;72;Cedritos;USAQUEN;USAQUEN;$ 330.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;55;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 191.070.000
Casa;Casa en venta en Zona Noroccidental;4;2;73;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 230.000.000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;39;Antonio Nariño;Restrepo;Restrepo;$ 180.000.000
Casa;Casa en venta en Ciudad Bolivar;4;2;86;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 365.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;Kennedy Central;$ 133.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;Kennedy Central;$ 136.620.000
Apartamento;Apartamento en venta en Fontibon;3;2;48;Fontibon;Fontibon;Fontibon;$ 171.000.000
Apartamento;Apartamento en venta en Bosa;2;1;44;Bosa;Bosa Central;Bosa Central;$ 118.500.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;50;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 186.000.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 116.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;91;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Bosa;2;1;36;Bosa;Bosa Central;Bosa Central;$ 92.500.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 188.000.000
Apartamento;Apartamento en venta en Bosa;2;1;53;Bosa;Bosa Central;Bosa Central;$ 146.000.000
Apartamento;Apartamento en venta en Madelena;3;2;53;Madelena;Arborizadora;Arborizadora;$ 200.000.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;59;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 172.000.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;55;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 168.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 129.500.000
Apartamento;Apartamento en venta en La Estancia;2;1;47;La Estancia;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 159.000.000
Apartamento;Apartamento en venta en El Batan;3;3;103;El Batan;La Alhambra;La Alhambra;$ 418.000.000
Apartamento;Apartamento en venta en Teusaquillo;4;3;96;Teusaquillo;Teusaquillo;Teusaquillo;$ 423.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 126.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;94;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 448.000.000
Apartamento;Apartamento en venta en La Candelaria;3;1;57;La Candelaria;La Candelaria;La Candelaria;$ 162.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;54;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 145.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 133.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;33;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 152.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;Kennedy Central;$ 135.000.000
Casa;Casa en venta en Tintala;2;1;54;Tintala;Tintala;Tintala;$ 167.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;59;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 230.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 127.500.000
Apartamento;Apartamento en venta en Puente Largo;2;2;81;Puente Largo;La Alhambra;La Alhambra;$ 408.000.000
Casa;Casa en venta en Zona Noroccidental;3;2;82;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 290.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;52;Fontibon;Fontibon;Fontibon;$ 266.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;1;2;49;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 278.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;47;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 143.500.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 145.530.000
Casa;Casa en venta en Tintala;3;2;59;Tintala;Tintala;Tintala;$ 159.000.000
Apartamento;Apartamento en venta en Engativa;3;1;50;Engativa;Engativa;Engativa;$ 186.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;36;Kennedy;Kennedy Central;Kennedy Central;$ 109.000.000
Apartamento;Apartamento en venta en Castilla;3;1;53;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 177.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;51;Cedritos;USAQUEN;USAQUEN;$ 340.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;55;Kennedy;Kennedy Central;Kennedy Central;$ 205.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;61;Kennedy;Kennedy Central;Kennedy Central;$ 200.000.000
Apartamento;Apartamento en venta en Bosa;2;1;40;Bosa;Bosa Central;Bosa Central;$ 142.000.000
Apartamento;Apartamento en venta en La Candelaria;3;1;53;La Candelaria;La Candelaria;La Candelaria;$ 180.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;82;Cedritos;USAQUEN;USAQUEN;$ 397.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 153.000.000
Casa;Casa en venta en Kennedy;3;2;86;Kennedy;Kennedy Central;Kennedy Central;$ 275.000.000
Casa;Casa en venta en Kennedy;2;1;44;Kennedy;Kennedy Central;Kennedy Central;$ 118.000.000
Apartamento;Apartamento en venta en Pasadena ;1;2;53;Pasadena ;;0;$ 320.000.000
Apartamento;Apartamento en venta en Castilla;3;2;52;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 189.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;77;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 480.700.000
Apartamento;Apartamento en venta en Puente Largo;2;2;80;Puente Largo;La Alhambra;La Alhambra;$ 445.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;68;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 292.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;81;Cedritos;USAQUEN;USAQUEN;$ 450.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;Kennedy Central;$ 240.600.000
Apartamento;Apartamento en venta en San Patricio;2;2;68;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 380.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 133.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;33;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 152.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;53;Kennedy;Kennedy Central;Kennedy Central;$ 151.500.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;88;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;75;Fontibon;Fontibon;Fontibon;$ 327.000.000
Apartamento;Apartamento en venta en Engativa;2;1;42;Engativa;Engativa;Engativa;$ 138.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;63;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 204.930.000
Apartamento;Apartamento en venta en Bosa;2;1;41;Bosa;Bosa Central;Bosa Central;$ 116.820.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;61;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 245.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;95;Cedritos;USAQUEN;USAQUEN;$ 442.436.000
Apartamento;Apartamento en venta en Cantagallo;1;1;55;Cantagallo;Britalia;Britalia;$ 348.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;64;Cedritos;USAQUEN;USAQUEN;$ 277.000.000
Apartamento;Apartamento en venta en Bosa;3;2;47;Bosa;Bosa Central;Bosa Central;$ 126.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;51;USAQUEN;USAQUEN;USAQUEN;$ 205.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;59;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 440.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;61;USAQUEN;USAQUEN;USAQUEN;$ 251.000.000
Apartamento;Apartamento en venta en Usme;3;2;49;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 99.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;51;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 154.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;51;Kennedy;Kennedy Central;Kennedy Central;$ 172.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;78;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 249.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;50;Barrios Unidos;Los Andes;Los Andes;$ 310.000.000
Apartamento;Apartamento en venta en Engativa;3;2;49;Engativa;Engativa;Engativa;$ 202.000.000
Apartamento;Apartamento en venta en USAQUEN;1;2;59;USAQUEN;USAQUEN;USAQUEN;$ 369.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;53;Kennedy;Kennedy Central;Kennedy Central;$ 184.500.000
Apartamento;Apartamento en venta en Bosa;2;1;33;Bosa;Bosa Central;Bosa Central;$ 84.150.000
Apartamento;Apartamento en venta en Kennedy;3;1;55;Kennedy;Kennedy Central;Kennedy Central;$ 134.000.000
Apartamento;Apartamento en venta en Teusaquillo;2;2;57;Teusaquillo;Teusaquillo;Teusaquillo;$ 306.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;53;Fontibon;Fontibon;Fontibon;$ 170.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;Kennedy Central;$ 295.000.000
Apartamento;Apartamento en venta en Portales Del Norte;3;2;74;Portales Del Norte;Britalia;Britalia;$ 353.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;60;Cedritos;USAQUEN;USAQUEN;$ 270.000.000
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;Bosa Central;Bosa Central;$ 177.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;2;54;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 312.000.000
Apartamento;Apartamento en venta en Portales Del Norte;3;2;63;Portales Del Norte;Britalia;Britalia;$ 270.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;36;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 202.000.000
Apartamento;Apartamento en venta en Engativa;2;1;42;Engativa;Engativa;Engativa;$ 138.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;75;Fontibon;Fontibon;Fontibon;$ 327.000.000
Apartamento;Apartamento en venta en Bosa;2;1;41;Bosa;Bosa Central;Bosa Central;$ 116.820.000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;Kennedy Central;$ 295.000.000
Apartamento;Apartamento en venta en Capellania;3;2;65;Capellania;Modelia;Modelia;$ 296.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;63;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 204.930.000
Apartamento;Apartamento en venta en Ciudad Bolivar;2;1;40;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 171.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;61;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 186.000.000
Apartamento;Apartamento en venta en Bosa;3;1;49;Bosa;Bosa Central;Bosa Central;$ 120.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;51;USAQUEN;USAQUEN;USAQUEN;$ 205.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;59;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 440.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;88;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;59;USAQUEN;USAQUEN;USAQUEN;$ 350.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;36;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 167.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;61;USAQUEN;USAQUEN;USAQUEN;$ 251.000.000
Casa;Casa en venta en Zona Noroccidental;4;2;74;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 205.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 225.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;44;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 176.000.000
Casa;Casa en venta en USAQUEN;5;3;130;USAQUEN;USAQUEN;USAQUEN;$ 505.000.000
Apartamento;Apartamento en venta en Engativa;2;2;54;Engativa;Engativa;Engativa;$ 280.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;68;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 262.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;117;USAQUEN;USAQUEN;USAQUEN;$ 500.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;115;USAQUEN;USAQUEN;USAQUEN;$ 468.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;66;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 290.000.000
Apartamento;Apartamento en venta en Barrancas;3;2;77;Barrancas;San Cristobal Norte;San Cristobal Norte;$ 330.000.000
Casa;Casa en venta en Kennedy;2;1;43;Kennedy;Kennedy Central;Kennedy Central;$ 116.000.000
Apartamento;Apartamento en venta en Gran Granada;3;2;65;Gran Granada;Garcés Navas;Garcés Navas;$ 297.000.000
Apartamento;Apartamento en venta en Engativa;3;2;62;Engativa;Engativa;Engativa;$ 242.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;69;Cedritos;USAQUEN;USAQUEN;$ 327.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;61;USAQUEN;USAQUEN;USAQUEN;$ 257.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;81;USAQUEN;USAQUEN;USAQUEN;$ 465.000.000
Apartamento;Apartamento en venta en Barrancas;3;3;76;Barrancas;San Cristobal Norte;San Cristobal Norte;$ 337.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;71;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 244.000.000
Apartamento;Apartamento en venta en Santa Barbara;1;2;55;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 398.422.000
Apartamento;Apartamento en venta en Bosa;2;1;36;Bosa;Bosa Central;Bosa Central;$ 98.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;53;Kennedy;Kennedy Central;Kennedy Central;$ 187.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;39;Kennedy;Kennedy Central;Kennedy Central;$ 200.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;43;Cedritos;USAQUEN;USAQUEN;$ 285.000.000
Apartamento;Apartamento en venta en San Antonio Norte;3;2;62;San Antonio Norte;Engativa;Engativa;$ 215.000.000
Apartamento;Apartamento en venta en Bosa;3;1;49;Bosa;Bosa Central;Bosa Central;$ 134.000.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 117.000.000
Apartamento;Apartamento en venta en Las Cruces;2;1;45;Las Cruces;Las Cruces;Las Cruces;$ 163.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;66;USAQUEN;USAQUEN;USAQUEN;$ 257.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;67;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 477.000.000
Apartamento;Apartamento en venta en Tintala;2;1;45;Tintala;Tintala;Tintala;$ 182.000.000
Casa;Casa en venta en Tintala;3;2;71;Tintala;Tintala;Tintala;$ 200.000.000
Apartamento;Apartamento en venta en Tintala;3;1;47;Tintala;Tintala;Tintala;$ 141.000.000
Apartamento;Apartamento en venta en Tintala;3;2;51;Tintala;Tintala;Tintala;$ 170.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;77;Kennedy;Kennedy Central;Kennedy Central;$ 390.000.000
Casa;Casa en venta en Engativa;3;2;72;Engativa;Engativa;Engativa;$ 320.000.000
Apartamento;Apartamento en venta en Engativa;3;2;50;Engativa;Engativa;Engativa;$ 180.000.000
Casa;Casa en venta en Kennedy;2;1;50;Kennedy;Kennedy Central;Kennedy Central;$ 131.000.000
Apartamento;Apartamento en venta en Fontibon;2;1;42;Fontibon;Fontibon;Fontibon;$ 171.000.000
Apartamento;Apartamento en venta en Engativa;3;2;70;Engativa;Engativa;Engativa;$ 298.500.000
Apartamento;Apartamento en venta en Tintala;3;1;47;Tintala;Tintala;Tintala;$ 141.000.000
Casa;Casa en venta en Engativa;3;2;72;Engativa;Engativa;Engativa;$ 320.000.000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;Bosa Central;$ 125.000.000
Apartamento;Apartamento en venta en San Cristobal;2;1;53;San Cristobal;Sosiego;Sosiego;$ 185.000.000
Apartamento;Apartamento en venta en Bosa;3;1;52;Bosa;Bosa Central;Bosa Central;$ 126.000.000
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;Bosa Central;Bosa Central;$ 145.500.000
Apartamento;Apartamento en venta en Kennedy;2;1;39;Kennedy;Kennedy Central;Kennedy Central;$ 163.500.000
Apartamento;Apartamento en venta en Tintala;3;2;80;Tintala;Tintala;Tintala;$ 332.000.000
Casa;Casa en venta en Tintala;3;2;72;Tintala;Tintala;Tintala;$ 210.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;2;1;53;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 177.000.000
Apartamento;Apartamento en venta en Engativa;3;2;50;Engativa;Engativa;Engativa;$ 180.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;102;USAQUEN;USAQUEN;USAQUEN;$ 610.000.000
Casa;Casa en venta en Tintala;3;2;62;Tintala;Tintala;Tintala;$ 193.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;53;Kennedy;Kennedy Central;Kennedy Central;$ 152.000.000
Apartamento;Apartamento en venta en Santa Fe;2;1;45;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 160.000.000
Apartamento;Apartamento en venta en Tintala;2;1;42;Tintala;Tintala;Tintala;$ 133.000.000
Casa;Casa en venta en Tintala;4;2;65;Tintala;Tintala;Tintala;$ 190.000.000
Apartamento;Apartamento en venta en Tintala;3;2;48;Tintala;Tintala;Tintala;$ 153.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 127.500.000
Apartamento;Apartamento en venta en Usme;2;1;38;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 95.000.000
Apartamento;Apartamento en venta en Teusaquillo;3;2;74;Teusaquillo;Teusaquillo;Teusaquillo;$ 322.000.000
Apartamento;Apartamento en venta en Tintala;3;1;43;Tintala;Tintala;Tintala;$ 150.000.000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;Bosa Central;$ 115.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 162.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;64;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 280.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 129.000.000
Casa;Casa en venta en Ciudad Bolivar;2;1;53;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 140.000.000
Casa;Casa en venta en Zona Noroccidental;3;2;65;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 212.000.000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;Bosa Central;$ 123.000.000
Apartamento;Apartamento en venta en Las Aguas;3;2;55;Las Aguas;La Candelaria;La Candelaria;$ 138.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;64;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 280.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 162.000.000
Apartamento;Apartamento en venta en Bosa;2;2;49;Bosa;Bosa Central;Bosa Central;$ 182.000.000
Apartamento;Apartamento en venta en Nueva Zelandia;1;1;39;Nueva Zelandia;SUBA: La Academia + Guaymaral + San José de Bavaria;SUBA;$ 200.000.000
Apartamento;Apartamento en venta en Bosa;2;1;31;Bosa;Bosa Central;Bosa Central;$ 110.000.000
Apartamento;Apartamento en venta en Bosa;2;1;41;Bosa;Bosa Central;Bosa Central;$ 115.000.000
Apartamento;Apartamento en venta en Bosa;2;1;41;Bosa;Bosa Central;Bosa Central;$ 114.000.000
Apartamento;Apartamento en venta en Lago De Suba;3;2;87;Lago De Suba;Suba;Suba;$ 380.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;51;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 165.330.000
Apartamento;Apartamento en venta en Cedritos;3;3;81;Cedritos;USAQUEN;USAQUEN;$ 450.000.000
Casa;Casa en venta en Zona Franca;2;1;54;Zona Franca;Zona Franca;Zona Franca;$ 160.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;37;USAQUEN;USAQUEN;USAQUEN;$ 143.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;77;USAQUEN;USAQUEN;USAQUEN;$ 375.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;68;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 292.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;59;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 230.000.000
Apartamento;Apartamento en venta en Puente Largo;2;2;81;Puente Largo;La Alhambra;La Alhambra;$ 408.000.000
Casa;Casa en venta en Zona Noroccidental;3;2;82;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 290.000.000
Apartamento;Apartamento en venta en Pasadena ;1;2;53;Pasadena ;;0;$ 320.000.000
Apartamento;Apartamento en venta en La Candelaria;3;1;53;La Candelaria;La Candelaria;La Candelaria;$ 180.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 153.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;1;2;49;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 278.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;49;Fontibon;Fontibon;Fontibon;$ 175.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;82;Cedritos;USAQUEN;USAQUEN;$ 397.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;Kennedy Central;$ 240.600.000
Casa;Casa en venta en Kennedy;2;1;44;Kennedy;Kennedy Central;Kennedy Central;$ 118.000.000
Casa;Casa en venta en Kennedy;3;2;86;Kennedy;Kennedy Central;Kennedy Central;$ 275.000.000
Apartamento;Apartamento en venta en Chapinero Central;2;2;76;Chapinero Central;CHAPINERO: CENTRAL;CHAPINERO: CENTRAL;$ 482.000.000
Apartamento;Apartamento en venta en Bosa;2;1;36;Bosa;Bosa Central;Bosa Central;$ 108.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;50;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 234.000.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 125.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;33;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 152.000.000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;Bosa Central;$ 133.000.000
Apartamento;Apartamento en venta en San Patricio;2;2;68;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 380.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;54;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 145.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;48;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 145.000.000
Casa;Casa en venta en Ciudad Bolivar;4;2;86;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 365.000.000
Apartamento;Apartamento en venta en Bosa;2;1;53;Bosa;Bosa Central;Bosa Central;$ 146.000.000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;39;Antonio Nariño;Restrepo;Restrepo;$ 180.000.000
